financial_year,sending_location,age_group,stay_type,nclient,nclient_scotland,rate_per_1000,scotland_rate,,
2020/21,Scotland (All Areas Submitted),65+ years,Short Stay / Respite,6256.8,6256.8,4.2,4.2,,
2020/21,Scotland (All Areas Submitted),65+ years,Long Stay,59954.4,59954.4,40.6,40.6,,
2020/21,Aberdeen City,18+ years,All Stays,3614.4,74311.2,13.3,11.7,,
2020/21,Aberdeen City,18+ years,Short Stay / Respite,576,8294.4,2.1,1.3,,
2020/21,Aberdeen City,18+ years,Long Stay,3031.2,66016.8,11.1,10.4,,
2020/21,Aberdeen City,18-64 years,All Stays,619.2,8092.8,2.8,1.7,,
2020/21,Aberdeen City,18-64 years,Short Stay / Respite,180,2030.4,0.8,0.4,,
2020/21,Aberdeen City,18-64 years,Long Stay,439.2,6062.4,2,1.2,,
2020/21,Aberdeen City,65+ years,All Stays,2995.2,66211.2,58.5,44.8,,
2020/21,Aberdeen City,65+ years,Short Stay / Respite,403.2,6256.8,7.9,4.2,,
2020/21,Aberdeen City,65+ years,Long Stay,2592,59954.4,50.7,40.6,,
2020/21,Aberdeenshire,18+ years,All Stays,3888,74311.2,13.1,11.7,,
2020/21,Aberdeenshire,18+ years,Short Stay / Respite,597.6,8294.4,2,1.3,,
2020/21,Aberdeenshire,18+ years,Long Stay,3283.2,66016.8,11,10.4,,
2020/21,Aberdeenshire,18-64 years,All Stays,453.6,8092.8,2,1.7,,
2020/21,Aberdeenshire,18-64 years,Short Stay / Respite,115.2,2030.4,0.5,0.4,,
2020/21,Aberdeenshire,18-64 years,Long Stay,338.4,6062.4,1.5,1.2,,
2020/21,Aberdeenshire,65+ years,All Stays,3434.4,66211.2,47.9,44.8,,
2020/21,Aberdeenshire,65+ years,Short Stay / Respite,482.4,6256.8,6.7,4.2,,
2020/21,Aberdeenshire,65+ years,Long Stay,2944.8,59954.4,41.1,40.6,,
2020/21,Angus,18+ years,All Stays,2332.8,74311.2,17.2,11.7,,
2020/21,Angus,18+ years,Short Stay / Respite,475.2,8294.4,3.5,1.3,,
2020/21,Angus,18+ years,Long Stay,1857.6,66016.8,13.7,10.4,,
2020/21,Angus,18-64 years,All Stays,208.8,8092.8,2.2,1.7,,
2020/21,Angus,18-64 years,Short Stay / Respite,72,2030.4,0.7,0.4,,
2020/21,Angus,18-64 years,Long Stay,144,6062.4,1.5,1.2,,
2020/21,Angus,65+ years,All Stays,2116.8,66211.2,53.9,44.8,,
2020/21,Angus,65+ years,Short Stay / Respite,403.2,6256.8,10.3,4.2,,
2020/21,Angus,65+ years,Long Stay,1713.6,59954.4,43.6,40.6,,
2020/21,Argyll and Bute,18+ years,All Stays,1267.2,74311.2,12.3,11.7,,
2020/21,Argyll and Bute,18+ years,Short Stay / Respite,72,8294.4,0.7,1.3,,
2020/21,Argyll and Bute,18+ years,Long Stay,1195.2,66016.8,11.6,10.4,,
2020/21,Argyll and Bute,18-64 years,All Stays,108,8092.8,1.5,1.7,,
2020/21,Argyll and Bute,18-64 years,Short Stay / Respite,7.2,2030.4,0.1,0.4,,
2020/21,Argyll and Bute,18-64 years,Long Stay,100.8,6062.4,1.4,1.2,,
2020/21,Argyll and Bute,65+ years,All Stays,1159.2,66211.2,36.7,44.8,,
2020/21,Argyll and Bute,65+ years,Short Stay / Respite,64.8,6256.8,2,4.2,,
2020/21,Argyll and Bute,65+ years,Long Stay,1094.4,59954.4,34.6,40.6,,
2020/21,City of Edinburgh,18+ years,All Stays,5594.4,74311.2,9,11.7,,
2020/21,City of Edinburgh,18+ years,Short Stay / Respite,338.4,8294.4,0.5,1.3,,
2020/21,City of Edinburgh,18+ years,Long Stay,5248.8,66016.8,8.4,10.4,,
2020/21,City of Edinburgh,18-64 years,All Stays,432,8092.8,0.8,1.7,,
2020/21,City of Edinburgh,18-64 years,Short Stay / Respite,43.2,2030.4,0.1,0.4,,
2020/21,City of Edinburgh,18-64 years,Long Stay,388.8,6062.4,0.8,1.2,,
2020/21,City of Edinburgh,65+ years,All Stays,5155.2,66211.2,45.9,44.8,,
2020/21,City of Edinburgh,65+ years,Short Stay / Respite,295.2,6256.8,2.6,4.2,,
2020/21,City of Edinburgh,65+ years,Long Stay,4860,59954.4,43.2,40.6,,
2020/21,Clackmannanshire,18+ years,All Stays,604.8,74311.2,10.2,11.7,,
2020/21,Clackmannanshire,18+ years,Short Stay / Respite,72,8294.4,1.2,1.3,,
2020/21,Clackmannanshire,18+ years,Long Stay,532.8,66016.8,9,10.4,,
2020/21,Clackmannanshire,18-64 years,All Stays,108,8092.8,2.4,1.7,,
2020/21,Clackmannanshire,18-64 years,Short Stay / Respite,7.2,2030.4,0.2,0.4,,
2020/21,Clackmannanshire,18-64 years,Long Stay,100.8,6062.4,2.3,1.2,,
2020/21,Clackmannanshire,65+ years,All Stays,496.8,66211.2,33.7,44.8,,
2020/21,Clackmannanshire,65+ years,Short Stay / Respite,64.8,6256.8,4.4,4.2,,
2020/21,Clackmannanshire,65+ years,Long Stay,432,59954.4,29.3,40.6,,
2020/21,Dumfries and Galloway,18+ years,All Stays,2311.2,74311.2,13.1,11.7,,
2020/21,Dumfries and Galloway,18+ years,Short Stay / Respite,223.2,8294.4,1.3,1.3,,
2020/21,Dumfries and Galloway,18+ years,Long Stay,2088,66016.8,11.8,10.4,,
2020/21,Dumfries and Galloway,18-64 years,All Stays,108,8092.8,0.9,1.7,,
2020/21,Dumfries and Galloway,18-64 years,Short Stay / Respite,7.2,2030.4,0.1,0.4,,
2020/21,Dumfries and Galloway,18-64 years,Long Stay,100.8,6062.4,0.8,1.2,,
2020/21,Dumfries and Galloway,65+ years,All Stays,2203.2,66211.2,40.4,44.8,,
2020/21,Dumfries and Galloway,65+ years,Short Stay / Respite,216,6256.8,4,4.2,,
2020/21,Dumfries and Galloway,65+ years,Long Stay,1987.2,59954.4,36.4,40.6,,
2020/21,Dundee City,18+ years,All Stays,2167.2,74311.2,12.3,11.7,,
2020/21,Dundee City,18+ years,Short Stay / Respite,43.2,8294.4,0.2,1.3,,
2020/21,Dundee City,18+ years,Long Stay,2124,66016.8,12.1,10.4,,
2020/21,Dundee City,18-64 years,All Stays,165.6,8092.8,1.2,1.7,,
2020/21,Dundee City,18-64 years,Short Stay / Respite,0,2030.4,0,0.4,,
2020/21,Dundee City,18-64 years,Long Stay,165.6,6062.4,1.2,1.2,,
2020/21,Dundee City,65+ years,All Stays,1994.4,66211.2,53.3,44.8,,
2020/21,Dundee City,65+ years,Short Stay / Respite,43.2,6256.8,1.2,4.2,,
2020/21,Dundee City,65+ years,Long Stay,1951.2,59954.4,52.1,40.6,,
2020/21,East Ayrshire,18+ years,All Stays,1483.2,74311.2,10.5,11.7,,
2020/21,East Ayrshire,18+ years,Short Stay / Respite,57.6,8294.4,0.4,1.3,,
2020/21,East Ayrshire,18+ years,Long Stay,1425.6,66016.8,10.1,10.4,,
2020/21,East Ayrshire,18-64 years,All Stays,129.6,8092.8,1.2,1.7,,
2020/21,East Ayrshire,18-64 years,Short Stay / Respite,7.2,2030.4,0.1,0.4,,
2020/21,East Ayrshire,18-64 years,Long Stay,122.4,6062.4,1.2,1.2,,
2020/21,East Ayrshire,65+ years,All Stays,1353.6,66211.2,38.3,44.8,,
2020/21,East Ayrshire,65+ years,Short Stay / Respite,50.4,6256.8,1.4,4.2,,
2020/21,East Ayrshire,65+ years,Long Stay,1303.2,59954.4,36.9,40.6,,
2020/21,East Dunbartonshire,18+ years,All Stays,1872,74311.2,15,11.7,,
2020/21,East Dunbartonshire,18+ years,Short Stay / Respite,266.4,8294.4,2.1,1.3,,
2020/21,East Dunbartonshire,18+ years,Long Stay,1612.8,66016.8,12.9,10.4,,
2020/21,East Dunbartonshire,18-64 years,All Stays,194.4,8092.8,2.2,1.7,,
2020/21,East Dunbartonshire,18-64 years,Short Stay / Respite,122.4,2030.4,1.4,0.4,,
2020/21,East Dunbartonshire,18-64 years,Long Stay,72,6062.4,0.8,1.2,,
2020/21,East Dunbartonshire,65+ years,All Stays,1677.6,66211.2,48.4,44.8,,
2020/21,East Dunbartonshire,65+ years,Short Stay / Respite,144,6256.8,4.2,4.2,,
2020/21,East Dunbartonshire,65+ years,Long Stay,1540.8,59954.4,44.5,40.6,,
2020/21,East Lothian,18+ years,All Stays,1490.4,74311.2,12.3,11.7,,
2020/21,East Lothian,18+ years,Short Stay / Respite,187.2,8294.4,1.5,1.3,,
2020/21,East Lothian,18+ years,Long Stay,1303.2,66016.8,10.7,10.4,,
2020/21,East Lothian,18-64 years,All Stays,108,8092.8,1.2,1.7,,
2020/21,East Lothian,18-64 years,Short Stay / Respite,21.6,2030.4,0.2,0.4,,
2020/21,East Lothian,18-64 years,Long Stay,86.4,6062.4,1,1.2,,
2020/21,East Lothian,65+ years,All Stays,1382.4,66211.2,45.3,44.8,,
2020/21,East Lothian,65+ years,Short Stay / Respite,165.6,6256.8,5.4,4.2,,
2020/21,East Lothian,65+ years,Long Stay,1224,59954.4,40.2,40.6,,
2020/21,East Renfrewshire,18+ years,All Stays,1209.6,74311.2,11.4,11.7,,
2020/21,East Renfrewshire,18+ years,Short Stay / Respite,21.6,8294.4,0.2,1.3,,
2020/21,East Renfrewshire,18+ years,Long Stay,1188,66016.8,11.2,10.4,,
2020/21,East Renfrewshire,18-64 years,All Stays,50.4,8092.8,0.6,1.7,,
2020/21,East Renfrewshire,18-64 years,Short Stay / Respite,0,2030.4,0,0.4,,
2020/21,East Renfrewshire,18-64 years,Long Stay,50.4,6062.4,0.6,1.2,,
2020/21,East Renfrewshire,65+ years,All Stays,1152,66211.2,42.3,44.8,,
2020/21,East Renfrewshire,65+ years,Short Stay / Respite,21.6,6256.8,0.8,4.2,,
2020/21,East Renfrewshire,65+ years,Long Stay,1137.6,59954.4,41.8,40.6,,
2020/21,Falkirk,18+ years,All Stays,2354.4,74311.2,12.7,11.7,,
2020/21,Falkirk,18+ years,Short Stay / Respite,324,8294.4,1.7,1.3,,
2020/21,Falkirk,18+ years,Long Stay,2030.4,66016.8,10.9,10.4,,
2020/21,Falkirk,18-64 years,All Stays,396,8092.8,2.8,1.7,,
2020/21,Falkirk,18-64 years,Short Stay / Respite,122.4,2030.4,0.9,0.4,,
2020/21,Falkirk,18-64 years,Long Stay,273.6,6062.4,1.9,1.2,,
2020/21,Falkirk,65+ years,All Stays,1958.4,66211.2,45.3,44.8,,
2020/21,Falkirk,65+ years,Short Stay / Respite,201.6,6256.8,4.7,4.2,,
2020/21,Falkirk,65+ years,Long Stay,1756.8,59954.4,40.7,40.6,,
2020/21,Fife,18+ years,All Stays,6148.8,74311.2,14.2,11.7,,
2020/21,Fife,18+ years,Short Stay / Respite,986.4,8294.4,2.3,1.3,,
2020/21,Fife,18+ years,Long Stay,5162.4,66016.8,12,10.4,,
2020/21,Fife,18-64 years,All Stays,655.2,8092.8,2,1.7,,
2020/21,Fife,18-64 years,Short Stay / Respite,331.2,2030.4,1,0.4,,
2020/21,Fife,18-64 years,Long Stay,324,6062.4,1,1.2,,
2020/21,Fife,65+ years,All Stays,5493.6,66211.2,50.5,44.8,,
2020/21,Fife,65+ years,Short Stay / Respite,655.2,6256.8,6,4.2,,
2020/21,Fife,65+ years,Long Stay,4838.4,59954.4,44.5,40.6,,
2020/21,Glasgow City,18+ years,All Stays,7869.6,74311.2,10.6,11.7,,
2020/21,Glasgow City,18+ years,Short Stay / Respite,799.2,8294.4,1.1,1.3,,
2020/21,Glasgow City,18+ years,Long Stay,7070.4,66016.8,9.5,10.4,,
2020/21,Glasgow City,18-64 years,All Stays,1389.6,8092.8,2.2,1.7,,
2020/21,Glasgow City,18-64 years,Short Stay / Respite,309.6,2030.4,0.5,0.4,,
2020/21,Glasgow City,18-64 years,Long Stay,1087.2,6062.4,1.8,1.2,,
2020/21,Glasgow City,65+ years,All Stays,6480,66211.2,53.4,44.8,,
2020/21,Glasgow City,65+ years,Short Stay / Respite,489.6,6256.8,4,4.2,,
2020/21,Glasgow City,65+ years,Long Stay,5990.4,59954.4,49.4,40.6,,
2020/21,Highland,18+ years,All Stays,3679.2,74311.2,13.4,11.7,,
2020/21,Highland,18+ years,Short Stay / Respite,367.2,8294.4,1.3,1.3,,
2020/21,Highland,18+ years,Long Stay,3319.2,66016.8,12.1,10.4,,
2020/21,Highland,18-64 years,All Stays,381.6,8092.8,1.9,1.7,,
2020/21,Highland,18-64 years,Short Stay / Respite,79.2,2030.4,0.4,0.4,,
2020/21,Highland,18-64 years,Long Stay,302.4,6062.4,1.5,1.2,,
2020/21,Highland,65+ years,All Stays,3297.6,66211.2,44,44.8,,
2020/21,Highland,65+ years,Short Stay / Respite,288,6256.8,3.8,4.2,,
2020/21,Highland,65+ years,Long Stay,3009.6,59954.4,40.2,40.6,,
2020/21,Inverclyde,18+ years,All Stays,1504.8,74311.2,16.3,11.7,,
2020/21,Inverclyde,18+ years,Short Stay / Respite,309.6,8294.4,3.4,1.3,,
2020/21,Inverclyde,18+ years,Long Stay,1195.2,66016.8,13,10.4,,
2020/21,Inverclyde,18-64 years,All Stays,187.2,8092.8,2.7,1.7,,
2020/21,Inverclyde,18-64 years,Short Stay / Respite,79.2,2030.4,1.2,0.4,,
2020/21,Inverclyde,18-64 years,Long Stay,108,6062.4,1.6,1.2,,
2020/21,Inverclyde,65+ years,All Stays,1317.6,66211.2,55.9,44.8,,
2020/21,Inverclyde,65+ years,Short Stay / Respite,230.4,6256.8,9.8,4.2,,
2020/21,Inverclyde,65+ years,Long Stay,1087.2,59954.4,46.1,40.6,,
2020/21,Midlothian,18+ years,All Stays,1101.6,74311.2,10.6,11.7,,
2020/21,Midlothian,18+ years,Short Stay / Respite,194.4,8294.4,1.9,1.3,,
2020/21,Midlothian,18+ years,Long Stay,907.2,66016.8,8.8,10.4,,
2020/21,Midlothian,18-64 years,All Stays,79.2,8092.8,1,1.7,,
2020/21,Midlothian,18-64 years,Short Stay / Respite,7.2,2030.4,0.1,0.4,,
2020/21,Midlothian,18-64 years,Long Stay,72,6062.4,0.9,1.2,,
2020/21,Midlothian,65+ years,All Stays,1022.4,66211.2,41.7,44.8,,
2020/21,Midlothian,65+ years,Short Stay / Respite,187.2,6256.8,7.6,4.2,,
2020/21,Midlothian,65+ years,Long Stay,835.2,59954.4,34.1,40.6,,
2020/21,Moray,18+ years,All Stays,1260,74311.2,11.3,11.7,,
2020/21,Moray,18+ years,Short Stay / Respite,158.4,8294.4,1.4,1.3,,
2020/21,Moray,18+ years,Long Stay,1101.6,66016.8,9.9,10.4,,
2020/21,Moray,18-64 years,All Stays,151.2,8092.8,1.8,1.7,,
2020/21,Moray,18-64 years,Short Stay / Respite,14.4,2030.4,0.2,0.4,,
2020/21,Moray,18-64 years,Long Stay,136.8,6062.4,1.7,1.2,,
2020/21,Moray,65+ years,All Stays,1108.8,66211.2,37.7,44.8,,
2020/21,Moray,65+ years,Short Stay / Respite,144,6256.8,4.9,4.2,,
2020/21,Moray,65+ years,Long Stay,964.8,59954.4,32.8,40.6,,
2020/21,North Ayrshire,18+ years,All Stays,1584,74311.2,10,11.7,,
2020/21,North Ayrshire,18+ years,Short Stay / Respite,28.8,8294.4,0.2,1.3,,
2020/21,North Ayrshire,18+ years,Long Stay,1555.2,66016.8,9.9,10.4,,
2020/21,North Ayrshire,18-64 years,All Stays,151.2,8092.8,1.3,1.7,,
2020/21,North Ayrshire,18-64 years,Short Stay / Respite,0,2030.4,0,0.4,,
2020/21,North Ayrshire,18-64 years,Long Stay,151.2,6062.4,1.3,1.2,,
2020/21,North Ayrshire,65+ years,All Stays,1432.8,66211.2,33.1,44.8,,
2020/21,North Ayrshire,65+ years,Short Stay / Respite,28.8,6256.8,0.7,4.2,,
2020/21,North Ayrshire,65+ years,Long Stay,1404,59954.4,32.4,40.6,,
2020/21,North Lanarkshire,18+ years,All Stays,3506.4,74311.2,9,11.7,,
2020/21,North Lanarkshire,18+ years,Short Stay / Respite,655.2,8294.4,1.7,1.3,,
2020/21,North Lanarkshire,18+ years,Long Stay,2851.2,66016.8,7.3,10.4,,
2020/21,North Lanarkshire,18-64 years,All Stays,324,8092.8,1.1,1.7,,
2020/21,North Lanarkshire,18-64 years,Short Stay / Respite,187.2,2030.4,0.6,0.4,,
2020/21,North Lanarkshire,18-64 years,Long Stay,136.8,6062.4,0.4,1.2,,
2020/21,North Lanarkshire,65+ years,All Stays,3182.4,66211.2,38.1,44.8,,
2020/21,North Lanarkshire,65+ years,Short Stay / Respite,468,6256.8,5.6,4.2,,
2020/21,North Lanarkshire,65+ years,Long Stay,2714.4,59954.4,32.5,40.6,,
2020/21,Perth and Kinross,18+ years,All Stays,2671.2,74311.2,15,11.7,,
2020/21,Perth and Kinross,18+ years,Short Stay / Respite,352.8,8294.4,2,1.3,,
2020/21,Perth and Kinross,18+ years,Long Stay,2318.4,66016.8,13,10.4,,
2020/21,Perth and Kinross,18-64 years,All Stays,244.8,8092.8,1.9,1.7,,
2020/21,Perth and Kinross,18-64 years,Short Stay / Respite,36,2030.4,0.3,0.4,,
2020/21,Perth and Kinross,18-64 years,Long Stay,208.8,6062.4,1.6,1.2,,
2020/21,Perth and Kinross,65+ years,All Stays,2433.6,66211.2,48,44.8,,
2020/21,Perth and Kinross,65+ years,Short Stay / Respite,316.8,6256.8,6.3,4.2,,
2020/21,Perth and Kinross,65+ years,Long Stay,2109.6,59954.4,41.6,40.6,,
2020/21,Renfrewshire,18+ years,All Stays,2325.6,74311.2,11.2,11.7,,
2020/21,Renfrewshire,18+ years,Short Stay / Respite,86.4,8294.4,0.4,1.3,,
2020/21,Renfrewshire,18+ years,Long Stay,2239.2,66016.8,10.8,10.4,,
2020/21,Renfrewshire,18-64 years,All Stays,187.2,8092.8,1.2,1.7,,
2020/21,Renfrewshire,18-64 years,Short Stay / Respite,7.2,2030.4,0,0.4,,
2020/21,Renfrewshire,18-64 years,Long Stay,180,6062.4,1.1,1.2,,
2020/21,Renfrewshire,65+ years,All Stays,2138.4,66211.2,44.6,44.8,,
2020/21,Renfrewshire,65+ years,Short Stay / Respite,79.2,6256.8,1.7,4.2,,
2020/21,Renfrewshire,65+ years,Long Stay,2059.2,59954.4,43,40.6,,
2020/21,Scottish Borders,18+ years,All Stays,1447.2,74311.2,10.7,11.7,,
2020/21,Scottish Borders,18+ years,Short Stay / Respite,36,8294.4,0.3,1.3,,
2020/21,Scottish Borders,18+ years,Long Stay,1411.2,66016.8,10.4,10.4,,
2020/21,Scottish Borders,18-64 years,All Stays,57.6,8092.8,0.6,1.7,,
2020/21,Scottish Borders,18-64 years,Short Stay / Respite,0,2030.4,0,0.4,,
2020/21,Scottish Borders,18-64 years,Long Stay,57.6,6062.4,0.6,1.2,,
2020/21,Scottish Borders,65+ years,All Stays,1389.6,66211.2,34.3,44.8,,
2020/21,Scottish Borders,65+ years,Short Stay / Respite,36,6256.8,0.9,4.2,,
2020/21,Scottish Borders,65+ years,Long Stay,1353.6,59954.4,33.4,40.6,,
2020/21,Shetland Islands,18+ years,All Stays,417.6,74311.2,15.8,11.7,,
2020/21,Shetland Islands,18+ years,Short Stay / Respite,144,8294.4,5.5,1.3,,
2020/21,Shetland Islands,18+ years,Long Stay,280.8,66016.8,10.7,10.4,,
2020/21,Shetland Islands,18-64 years,All Stays,28.8,8092.8,1.5,1.7,,
2020/21,Shetland Islands,18-64 years,Short Stay / Respite,14.4,2030.4,0.7,0.4,,
2020/21,Shetland Islands,18-64 years,Long Stay,14.4,6062.4,0.7,1.2,,
2020/21,Shetland Islands,65+ years,All Stays,396,66211.2,60.4,44.8,,
2020/21,Shetland Islands,65+ years,Short Stay / Respite,129.6,6256.8,19.8,4.2,,
2020/21,Shetland Islands,65+ years,Long Stay,259.2,59954.4,39.5,40.6,,
2020/21,South Ayrshire,18+ years,All Stays,2224.8,74311.2,16.7,11.7,,
2020/21,South Ayrshire,18+ years,Short Stay / Respite,345.6,8294.4,2.6,1.3,,
2020/21,South Ayrshire,18+ years,Long Stay,1879.2,66016.8,14.1,10.4,,
2020/21,South Ayrshire,18-64 years,All Stays,194.4,8092.8,2.1,1.7,,
2020/21,South Ayrshire,18-64 years,Short Stay / Respite,86.4,2030.4,0.9,0.4,,
2020/21,South Ayrshire,18-64 years,Long Stay,108,6062.4,1.2,1.2,,
2020/21,South Ayrshire,65+ years,All Stays,2030.4,66211.2,50,44.8,,
2020/21,South Ayrshire,65+ years,Short Stay / Respite,259.2,6256.8,6.4,4.2,,
2020/21,South Ayrshire,65+ years,Long Stay,1771.2,59954.4,43.6,40.6,,
2020/21,South Lanarkshire,18+ years,All Stays,3880.8,74311.2,10.5,11.7,,
2020/21,South Lanarkshire,18+ years,Short Stay / Respite,79.2,8294.4,0.2,1.3,,
2020/21,South Lanarkshire,18+ years,Long Stay,3801.6,66016.8,10.3,10.4,,
2020/21,South Lanarkshire,18-64 years,All Stays,374.4,8092.8,1.3,1.7,,
2020/21,South Lanarkshire,18-64 years,Short Stay / Respite,7.2,2030.4,0,0.4,,
2020/21,South Lanarkshire,18-64 years,Long Stay,367.2,6062.4,1.3,1.2,,
2020/21,South Lanarkshire,65+ years,All Stays,3506.4,66211.2,39.7,44.8,,
2020/21,South Lanarkshire,65+ years,Short Stay / Respite,72,6256.8,0.8,4.2,,
2020/21,South Lanarkshire,65+ years,Long Stay,3434.4,59954.4,38.9,40.6,,
2020/21,Stirling,18+ years,All Stays,1303.2,74311.2,11.8,11.7,,
2020/21,Stirling,18+ years,Short Stay / Respite,194.4,8294.4,1.8,1.3,,
2020/21,Stirling,18+ years,Long Stay,1108.8,66016.8,10,10.4,,
2020/21,Stirling,18-64 years,All Stays,165.6,8092.8,2,1.7,,
2020/21,Stirling,18-64 years,Short Stay / Respite,28.8,2030.4,0.3,0.4,,
2020/21,Stirling,18-64 years,Long Stay,136.8,6062.4,1.6,1.2,,
2020/21,Stirling,65+ years,All Stays,1137.6,66211.2,43.9,44.8,,
2020/21,Stirling,65+ years,Short Stay / Respite,165.6,6256.8,6.4,4.2,,
2020/21,Stirling,65+ years,Long Stay,972,59954.4,37.5,40.6,,
2020/21,West Dunbartonshire,18+ years,All Stays,1260,74311.2,12.2,11.7,,
2020/21,West Dunbartonshire,18+ years,Short Stay / Respite,36,8294.4,0.3,1.3,,
2020/21,West Dunbartonshire,18+ years,Long Stay,1216.8,66016.8,11.8,10.4,,
2020/21,West Dunbartonshire,18-64 years,All Stays,93.6,8092.8,1.2,1.7,,
2020/21,West Dunbartonshire,18-64 years,Short Stay / Respite,0,2030.4,0,0.4,,
2020/21,West Dunbartonshire,18-64 years,Long Stay,93.6,6062.4,1.2,1.2,,
2020/21,West Dunbartonshire,65+ years,All Stays,1159.2,66211.2,49,44.8,,
2020/21,West Dunbartonshire,65+ years,Short Stay / Respite,36,6256.8,1.5,4.2,,
2020/21,West Dunbartonshire,65+ years,Long Stay,1123.2,59954.4,47.5,40.6,,
2020/21,West Lothian,18+ years,All Stays,1929.6,74311.2,9.4,11.7,,
2020/21,West Lothian,18+ years,Short Stay / Respite,259.2,8294.4,1.3,1.3,,
2020/21,West Lothian,18+ years,Long Stay,1670.4,66016.8,8.1,10.4,,
2020/21,West Lothian,18-64 years,All Stays,338.4,8092.8,2.1,1.7,,
2020/21,West Lothian,18-64 years,Short Stay / Respite,136.8,2030.4,0.8,0.4,,
2020/21,West Lothian,18-64 years,Long Stay,201.6,6062.4,1.2,1.2,,
2020/21,West Lothian,65+ years,All Stays,1591.2,66211.2,37.1,44.8,,
2020/21,West Lothian,65+ years,Short Stay / Respite,122.4,6256.8,2.9,4.2,,
2020/21,West Lothian,65+ years,Long Stay,1468.8,59954.4,34.2,40.6,,
